# Copyright 2023 DeepMind Technologies Limited
#
# Licensed under CC BY-NC-SA 4.0 license
transcript_id	mean_am_pathogenicity
ENST00000020926.3	0.3587056702606523
ENST00000022615.4	0.5359170196366928
ENST00000023939.4	0.4228516544174213
ENST00000025008.5	0.4067950065910043
ENST00000025301.2	0.2497421548710569
ENST00000026218.5	0.3638300169697515
ENST00000029410.5	0.5000670730714408
ENST00000033079.3	0.4106548924478667
ENST00000035307.2	0.4394479453835615
ENST00000035383.5	0.5357631482455312
ENST00000037243.2	0.6615942861602199
ENST00000037502.6	0.28082750767714665
ENST00000037869.3	0.5002526007731608
ENST00000038176.3	0.40678786293753216
ENST00000039007.4	0.4962981288780747
ENST00000039989.4	0.5129464879651903
ENST00000040584.4	0.4741593659719031
ENST00000040663.6	0.4330572330906341
ENST00000040738.5	0.2648807760183925
ENST00000040877.1	0.33970980841797155
ENST00000042931.1	0.4784467405546998
ENST00000043402.7	0.3828502724834707
ENST00000045083.2	0.3134772802201665
ENST00000046087.2	0.4005668884294512
ENST00000046640.3	0.3846633727583285
ENST00000046794.5	0.3519931680345545
ENST00000050961.6	0.4468767511810604
ENST00000053243.1	0.26684774523249283
ENST00000053468.3	0.3360933261499526
ENST00000053867.3	0.3427243801223213
ENST00000054650.4	0.37534517784633054
ENST00000054666.6	0.5933641938946477
ENST00000054950.3	0.5921934359878466
ENST00000055077.3	0.5787163817231606
ENST00000055335.6	0.3002746633474756
ENST00000055682.6	0.2915222847259275
ENST00000056217.5	0.28449203161908004
ENST00000056233.3	0.21455088930142188
ENST00000060969.5	0.4123283414284669
ENST00000061240.2	0.5184119531515506
ENST00000062104.2	0.6174695465975598
ENST00000064571.2	0.6596407391800198
ENST00000064724.3	0.4728708333909041
ENST00000064778.4	0.5417200060565021
ENST00000066544.3	0.5346900031754637
ENST00000070846.6	0.3808541598970163
ENST00000072644.1	0.37950219338569496
ENST00000072869.4	0.3845472358996931
ENST00000075120.7	0.5321055385242942
ENST00000075322.6	0.4922637402662778
ENST00000075503.3	0.27676261504360045
ENST00000078429.4	0.6527329726196798
ENST00000078445.2	0.3120077665765804
ENST00000081029.3	0.3566295947056893
ENST00000083182.3	0.6180230906840182
ENST00000084798.4	0.5000085901002642
ENST00000085219.5	0.2746962248819747
ENST00000086933.2	0.3311929546644462
ENST00000155093.3	0.4689529450525799
ENST00000155840.5	0.5155663279579431
ENST00000155858.6	0.3298098091152394
ENST00000155926.4	0.5445253227458746
ENST00000156084.4	0.4996214227490822
ENST00000156109.5	0.25231453860421
ENST00000156471.5	0.5494814911756437
ENST00000156626.7	0.306117779312692
ENST00000156825.1	0.5599219650401843
ENST00000157600.3	0.4819173791447287
ENST00000157812.2	0.7316215545094773
ENST00000158009.5	0.2941313111143641
ENST00000158762.3	0.4713178942764228
ENST00000158771.4	0.6735624187670541
ENST00000159060.2	0.30548633658616176
ENST00000159087.4	0.4631371707879686
ENST00000159111.4	0.511226234478958
ENST00000160262.5	0.2477222359332607
ENST00000160298.4	0.4672497916980497
ENST00000160373.3	0.3108377470489465
ENST00000160382.5	0.6939576116252024
ENST00000160827.4	0.3737589843363263
ENST00000161006.3	0.3735246522837734
ENST00000161559.6	0.2515678824798092
ENST00000161863.4	0.4849428974392959
ENST00000162044.9	0.35984897907497065
ENST00000162330.5	0.3673467360735795
ENST00000162391.3	0.41873578060789296
ENST00000162749.2	0.3390838452321632
ENST00000163416.2	0.3267209421063853
ENST00000164024.4	0.4151177926774359
ENST00000164133.2	0.5855553210406088
ENST00000164139.3	0.5919938578265397
ENST00000164227.5	0.4301331265922684
ENST00000164247.1	0.5787297865005336
ENST00000164305.5	0.3175789978879019
ENST00000164640.4	0.43411322269876906
ENST00000165524.1	0.2364563062566269
ENST00000165698.5	0.6442321140889092
ENST00000166139.4	0.4071077473529346
ENST00000166244.3	0.4591342493083359
ENST00000166345.3	0.4925570176372671
ENST00000167106.4	0.5444347915914337
ENST00000167586.6	0.5080263438968534
ENST00000167588.3	0.2728185981754036
ENST00000168148.3	0.2995371241455194
ENST00000168216.6	0.4515625452278663
ENST00000168712.1	0.49832400605191707
ENST00000168977.2	0.4443021221960219
ENST00000169551.6	0.2707101293995581
ENST00000170150.3	0.2474427338510172
ENST00000170168.4	0.3700171537750005
ENST00000170447.7	0.4534853170658366
ENST00000170564.2	0.3171968179140986
ENST00000170630.2	0.26058020609517696
ENST00000171214.1	0.3313228835569668
ENST00000171757.2	0.4543623237253644
ENST00000171887.4	0.413506532511961
ENST00000172229.3	0.40160690819844336
ENST00000172853.10	0.3870528032423771
ENST00000173527.5	0.5820400620178833
ENST00000173898.7	0.3080724978859006
ENST00000174618.4	0.3878159369101887
ENST00000175091.4	0.4672621019238714
ENST00000175238.6	0.2920166353258981
ENST00000175756.5	0.2563497366464384
ENST00000176183.5	0.4085011033358704
ENST00000176195.3	0.31117597623728555
ENST00000176763.5	0.4525043764741279
ENST00000177648.9	0.28764488758912016
ENST00000177694.1	0.3993265843497869
ENST00000178638.3	0.3295661499290804
ENST00000178640.5	0.5770623124212084
ENST00000179259.4	0.30727375077415425
ENST00000180166.5	0.5698788436081997
ENST00000180173.5	0.4568777544184805
ENST00000181383.4	0.3623329338528645
ENST00000181839.4	0.4432011593234691
ENST00000182290.4	0.2995496006414077
ENST00000182377.4	0.3330690181185771
ENST00000182527.3	0.4935525112894774
ENST00000183605.5	0.4877380655130261
ENST00000184266.2	0.28956237793423617
ENST00000184956.6	0.34283096366064064
ENST00000185150.4	0.4368622779339533
ENST00000185206.6	0.3902648993714102
ENST00000186436.5	0.4041688530985659
ENST00000187397.4	0.3746377002971134
ENST00000187762.2	0.5016294272209757
ENST00000187879.8	0.3154739950944635
ENST00000188312.2	0.590296604397543
ENST00000188790.4	0.42755736580132897
ENST00000189978.5	0.5344534942634405
ENST00000190165.2	0.40093536599431606
ENST00000190611.4	0.5032372822153833
ENST00000190983.4	0.30501642276797153
ENST00000192314.6	0.3740131234033818
ENST00000192788.5	0.31166946494995945
ENST00000193322.3	0.38689054426074543
ENST00000193391.7	0.2570281413788833
ENST00000193403.6	0.6799134715299384
ENST00000194097.4	0.28012266990527585
ENST00000194118.4	0.2669709309647321
ENST00000194130.2	0.3782520497963261
ENST00000194152.1	0.3066140380860697
ENST00000194155.4	0.29675161482977
ENST00000194214.5	0.35242745491568744
ENST00000194530.3	0.3817500036497409
ENST00000195455.2	0.2777747783894
ENST00000196061.4	0.476968282507969
ENST00000196371.5	0.5296523277796615
ENST00000196482.3	0.43149282638148784
ENST00000196489.3	0.3936680407021584
ENST00000198536.2	0.240416520385242
ENST00000198767.6	0.4122943734767897
ENST00000198801.5	0.4294431656165705
ENST00000199280.3	0.520131807448324
ENST00000199320.4	0.5746735096897535
ENST00000199389.6	0.3390837049677613
ENST00000199448.4	0.436234800714159
ENST00000199708.2	0.262924432577949
ENST00000199764.6	0.2253094104225013
ENST00000199814.4	0.6904337666049245
ENST00000199936.4	0.3534457836622479
ENST00000200135.3	0.3418691698246526
ENST00000200181.3	0.4163460495543019
ENST00000200453.5	0.2173969836208561
ENST00000200457.4	0.3978550721493264
ENST00000200557.6	0.4678987490694584
ENST00000200639.4	0.3181763987505272
ENST00000200652.3	0.433913578715205
ENST00000200676.3	0.25068299141372524
ENST00000200691.4	0.3444526494109594
ENST00000201031.2	0.4659588130714524
ENST00000201586.2	0.3387756387220309
ENST00000201647.6	0.31479443672558033
ENST00000201979.2	0.3606173725005204
ENST00000202017.4	0.3776367479302257
ENST00000202556.9	0.417144695276056
ENST00000202625.2	0.3799314638046069
ENST00000202677.7	0.4053333037950801
ENST00000202816.1	0.3256340623170026
ENST00000202831.3	0.3838505125586459
ENST00000202834.7	0.6638747356354225
ENST00000202917.5	0.4074496156237785
ENST00000202967.4	0.37780783804836265
ENST00000203001.2	0.4245562977482543
ENST00000203166.5	0.22696766931840656
ENST00000203407.5	0.4575517900557862
ENST00000203556.4	0.3264787563780992
ENST00000203629.2	0.27664116164070485
ENST00000203664.5	0.4457521176764078
ENST00000204517.6	0.5808081756292334
ENST00000204549.4	0.3776474581336258
ENST00000204604.1	0.3365533611960924
ENST00000204615.7	0.2663272711474801
ENST00000204679.4	0.3665231906754347
ENST00000204961.4	0.5061725277258142
ENST00000205143.4	0.3418370735853892
ENST00000205194.4	0.5214566950599012
ENST00000205214.6	0.3221120858174109
ENST00000205557.7	0.2864395566219333
ENST00000205636.3	0.3953138802470089
ENST00000205890.5	0.32432920309626184
ENST00000205948.6	0.3583213261444655
ENST00000206020.3	0.5398384656017478
ENST00000206249.3	0.4354417059721557
ENST00000206262.1	0.555309773568033
ENST00000206380.3	0.5216882477694103
ENST00000206451.6	0.5212944865615268
ENST00000206513.5	0.4430011220856053
ENST00000206542.4	0.5972391825536079
ENST00000206595.6	0.3627516611707151
ENST00000206765.6	0.4542470705618488
ENST00000207437.5	0.451980148107104
ENST00000207457.3	0.26605026151718425
ENST00000207549.4	0.3519654062707679
ENST00000207870.3	0.4150339294358241
ENST00000209540.2	0.14911720669573975
ENST00000209665.4	0.4416854861110325
ENST00000209668.2	0.4033145109691599
ENST00000209718.3	0.269243114298894
ENST00000209728.4	0.3093439581190808
ENST00000209873.4	0.4201387470428893
ENST00000209884.4	0.6787253047527082
ENST00000210060.7	0.5173078337034642
ENST00000210187.6	0.44698412022059897
ENST00000210313.3	0.3269383909702773
ENST00000210444.5	0.526077336759105
ENST00000211076.3	0.4163570309040243
ENST00000211122.3	0.4169908860981627
ENST00000211287.4	0.5199440679256362
ENST00000211314.4	0.3468129104971233
ENST00000211413.5	0.4843599034873764
ENST00000211998.4	0.583288403763291
ENST00000212015.6	0.4441132369250713
ENST00000214869.2	0.4722213238223583
ENST00000215061.4	0.2755756814418873
ENST00000215071.4	0.5453666137044482
ENST00000215095.5	0.5989813578938821
ENST00000215115.4	0.4329384890740472
ENST00000215368.2	0.5005567984999674
ENST00000215530.5	0.4207713304974126
ENST00000215531.4	0.2378425699114501
ENST00000215539.3	0.354674416704012
ENST00000215565.2	0.41773413571409057
ENST00000215567.5	0.6823047041760492
ENST00000215570.3	0.6643665506736489
ENST00000215574.4	0.6256004979029092
ENST00000215582.6	0.2294008247182104
ENST00000215587.7	0.7261319435239431
ENST00000215631.4	0.4991613927167676
ENST00000215637.3	0.26522951039132714
ENST00000215659.8	0.5192962526057443
ENST00000215730.7	0.3415210566155569
ENST00000215739.8	0.629522354104886
ENST00000215743.3	0.34035415293494825
ENST00000215754.7	0.4660612702921872
ENST00000215770.5	0.340811047063923
ENST00000215780.5	0.3832610289065463
ENST00000215781.2	0.3139662171949743
ENST00000215790.7	0.4579456500824158
ENST00000215793.8	0.5882924161530743
ENST00000215794.7	0.27063201424770195
ENST00000215812.4	0.5234397097532313
ENST00000215838.3	0.2723325092854682
ENST00000215855.2	0.4545469359663692
ENST00000215882.5	0.6308844997557058
ENST00000215885.3	0.2709764402754515
ENST00000215886.4	0.33698515303598725
ENST00000215904.6	0.4715358592135617
ENST00000215906.5	0.4879852401894202
ENST00000215909.5	0.4179718137394898
ENST00000215912.5	0.30584464460297195
ENST00000215917.7	0.30099516990787245
ENST00000215939.2	0.40623289050353617
ENST00000215941.4	0.4610771838526163
ENST00000215957.6	0.34042834512267195
ENST00000215980.5	0.3130699220137142
ENST00000216014.4	0.4873761559298744
ENST00000216024.2	0.653390030530527
ENST00000216027.3	0.26406728841707705
ENST00000216029.3	0.5159914114256708
ENST00000216034.4	0.5818800318397743
ENST00000216036.4	0.3476092132986313
ENST00000216037.6	0.3466012074783437
ENST00000216038.5	0.6747934925859037
ENST00000216039.5	0.6150179344409005
ENST00000216044.5	0.6077957660397462
ENST00000216061.5	0.34371370430037096
ENST00000216068.4	0.6626050520059991
ENST00000216071.4	0.2351143191369295
ENST00000216075.6	0.521091331911936
ENST00000216085.7	0.3054788916393384
ENST00000216099.8	0.3406606588115729
ENST00000216101.6	0.4506170703595342
ENST00000216106.5	0.4241093467190365
ENST00000216115.2	0.27770821337274065
ENST00000216117.8	0.3302220484380613
ENST00000216121.7	0.5850600951365702
ENST00000216122.4	0.5894315181551313
ENST00000216127.4	0.5692854246836893
ENST00000216129.6	0.3861839689192133
ENST00000216133.5	0.42718276777008896
ENST00000216139.5	0.360999517475812
ENST00000216144.3	0.6330500519199632
ENST00000216146.4	0.7630001460415038
ENST00000216160.6	0.4458162156510821
ENST00000216177.4	0.2185318642664456
ENST00000216180.3	0.3228837820796027
ENST00000216181.5	0.5514907087662755
ENST00000216194.7	0.5716821022757083
ENST00000216200.5	0.4237069806368657
ENST00000216211.4	0.3083620164295682
ENST00000216218.3	0.5897171152585898
ENST00000216223.5	0.2919080700205639
ENST00000216225.8	0.7611013020920392
ENST00000216237.5	0.5040498389604587
ENST00000216241.9	0.32667378176584433
ENST00000216252.3	0.8597799300806619
ENST00000216254.4	0.5861790348768452
ENST00000216259.7	0.5583042362488743
ENST00000216264.8	0.3812168764514365
ENST00000216268.5	0.3573725621011684
ENST00000216271.5	0.3059156398364281
ENST00000216274.5	0.2611044942160515
ENST00000216277.8	0.5249346573585834
ENST00000216281.8	0.6664184601541329
ENST00000216286.5	0.3677779150122801
ENST00000216294.4	0.32646928906488176
ENST00000216297.2	0.6192896279023969
ENST00000216336.2	0.4654542336765562
ENST00000216338.4	0.3690010452065473
ENST00000216341.4	0.3921896570691282
ENST00000216367.5	0.4189832096688844
ENST00000216373.5	0.4901399936341895
ENST00000216392.7	0.5468477124121899
ENST00000216410.3	0.4936823171896394
ENST00000216416.4	0.7415558258187052
ENST00000216420.7	0.39680147030438734
ENST00000216442.7	0.6516625792794402
ENST00000216445.3	0.2092754781926328
ENST00000216446.4	0.4442935744305799
ENST00000216452.4	0.4322635550244859
ENST00000216455.4	0.6513532221818245
ENST00000216465.5	0.3601948612996764
ENST00000216468.7	0.38838595498503065
ENST00000216471.4	0.1988429636708451
ENST00000216479.3	0.477295528704365
ENST00000216484.2	0.526685140209294
ENST00000216487.7	0.34140419034661545
ENST00000216489.3	0.37042372007893976
ENST00000216492.5	0.23706988994925196
ENST00000216513.4	0.3623237143352228
ENST00000216540.4	0.3455435704469804
ENST00000216605.8	0.5023154028555626
ENST00000216629.6	0.39712875844865503
ENST00000216639.3	0.4017431674760651
ENST00000216727.4	0.5920679173398781
ENST00000216733.3	0.2652746192586365
ENST00000216756.6	0.33432770164852216
ENST00000216774.6	0.6894906828459993
ENST00000216775.2	0.5149023985517834
ENST00000216780.4	0.4644762111517532
ENST00000216797.5	0.4451465831951317
ENST00000216799.4	0.4142220602190855
ENST00000216802.5	0.5153962326240112
ENST00000216807.7	0.614876203297991
ENST00000216832.4	0.4485322664994615
ENST00000216840.6	0.4502158313590863
ENST00000216862.3	0.3132137112995739
ENST00000216879.4	0.5170324832818878
ENST00000216951.2	0.4392084611561532
ENST00000216962.4	0.5757699216700586
ENST00000216968.4	0.35448042917184625
ENST00000217026.4	0.4204094470065829
ENST00000217043.2	0.3487469612515464
ENST00000217073.2	0.433148136435864
ENST00000217086.4	0.35589865706708024
ENST00000217109.4	0.6779886644925088
ENST00000217130.3	0.4187412548802191
ENST00000217131.5	0.4699770495006407
ENST00000217133.1	0.4955995133025791
ENST00000217169.3	0.3121395429186156
ENST00000217173.2	0.32002907072844583
ENST00000217182.3	0.7846723987962879
ENST00000217185.2	0.33284756890372746
ENST00000217188.1	0.3157404779798384
ENST00000217233.3	0.2685660204987355
ENST00000217244.3	0.6991253626276623
ENST00000217246.4	0.3772086239416584
ENST00000217254.7	0.30016356504606784
ENST00000217260.4	0.3866347897395348
ENST00000217270.3	0.3993766235655569
ENST00000217289.4	0.3729075015704303
ENST00000217305.2	0.289460056177601
ENST00000217320.3	0.3440248244181115
ENST00000217381.2	0.4569507184972819
ENST00000217386.2	0.4085550682268737
ENST00000217402.2	0.6171269701219517
ENST00000217407.2	0.2286290085358836
ENST00000217420.1	0.5811936587143869
ENST00000217423.3	0.2903475146002684
ENST00000217426.2	0.5667657834478056
ENST00000217428.6	0.41967266607302905
ENST00000217446.3	0.5130966630583246
ENST00000217455.4	0.4517297964342568
ENST00000217456.2	0.3800939735076727
ENST00000217740.3	0.38182183141480297
ENST00000217893.5	0.5070051571698921
ENST00000217901.5	0.5516564610003676
ENST00000217909.7	0.3311194127864711
ENST00000217926.5	0.2274321208265508
ENST00000217939.6	0.3001486208172956
ENST00000217957.5	0.2959170015705047
ENST00000217958.3	0.4740565202860478
ENST00000217961.4	0.3949111617818079
ENST00000217964.7	0.6342685942591186
ENST00000217971.7	0.5328619485994842
ENST00000217999.2	0.2914109420423808
ENST00000218006.2	0.419846752022252
ENST00000218008.3	0.4259115574844301
ENST00000218032.6	0.4146302338604478
ENST00000218056.5	0.5995475959771585
ENST00000218068.6	0.16572365399346886
ENST00000218075.4	0.6050791695514542
ENST00000218099.2	0.3599957715765817
ENST00000218104.3	0.4896377964705732
ENST00000218176.3	0.5435444024530542
ENST00000218197.5	0.5850764173531627
ENST00000218230.5	0.3934886801789281
ENST00000218249.5	0.2765412974838382
ENST00000218316.3	0.28670930963909197
ENST00000218340.3	0.3825069894281785
ENST00000218343.4	0.3565970255049363
ENST00000218348.3	0.45024414417651015
ENST00000218364.4	0.3586596342075853
ENST00000218388.4	0.4062000752927125
ENST00000218436.6	0.2375729239662336
ENST00000218516.3	0.3643009805630703
ENST00000218652.7	0.4225316467228632
ENST00000218721.1	0.3831556864216447
ENST00000219022.2	0.3582566098414305
ENST00000219066.1	0.33442290220675913
ENST00000219069.5	0.4202639005074628
ENST00000219070.4	0.5224882494168199
ENST00000219091.4	0.4392585667512031
ENST00000219097.2	0.28062016106608784
ENST00000219139.3	0.6267355780731372
ENST00000219162.3	0.18003162489780614
ENST00000219172.3	0.22609690303329955
ENST00000219204.3	0.4657708878944941
ENST00000219207.5	0.4070668952767028
ENST00000219235.4	0.3724359664831714
ENST00000219240.4	0.4451730964575379
ENST00000219244.4	0.3583953046075019
ENST00000219252.5	0.6589746496842906
ENST00000219255.3	0.4454560883281543
ENST00000219271.3	0.4164540411674854
ENST00000219281.3	0.3454853235960946
ENST00000219299.4	0.2948558507462961
ENST00000219301.4	0.2810082886522946
ENST00000219302.3	0.4956608888839046
ENST00000219313.4	0.6563882485684215
ENST00000219315.4	0.3507498409603241
ENST00000219320.4	0.5465085921243578
ENST00000219334.5	0.436762031687808
ENST00000219345.5	0.3876006800829636
ENST00000219368.3	0.3917769507988051
ENST00000219406.6	0.2815369814151711
ENST00000219409.3	0.3205433053505844
ENST00000219431.4	0.32053433615854376
ENST00000219439.4	0.372469058876708
ENST00000219473.7	0.3952705586351242
ENST00000219476.3	0.459385031803687
ENST00000219478.6	0.4332518907986732
ENST00000219479.2	0.4446455610809293
ENST00000219481.5	0.4579896135422925
ENST00000219548.4	0.5394619258510595
ENST00000219551.2	0.4731987061042276
ENST00000219593.4	0.2591548848937116
ENST00000219596.1	0.25685187183054714
ENST00000219611.2	0.4865103705451574
ENST00000219660.5	0.4615098341747954
ENST00000219689.7	0.4267020908915344
ENST00000219746.9	0.4190674803025457
ENST00000219794.6	0.5555105695214678
ENST00000219797.4	0.6984925812678191
ENST00000219837.7	0.2645316263398738
ENST00000220062.4	0.4917718216634965
ENST00000220166.5	0.5009391362529528
ENST00000220325.4	0.5592107731707183
ENST00000220420.5	0.34143722911051
ENST00000220429.8	0.55281029124403
ENST00000220478.3	0.3165875402298816
ENST00000220496.4	0.4033130170848207
ENST00000220507.4	0.5430783374770728
ENST00000220509.5	0.4506633664854085
ENST00000220514.3	0.2970645239778412
ENST00000220531.3	0.43436606609403605
ENST00000220562.4	0.5335757806684936
ENST00000220584.4	0.3846696040779116
ENST00000220592.5	0.7223126293283902
ENST00000220597.4	0.2993546924070293
ENST00000220616.4	0.303338765517773
ENST00000220659.6	0.34563382876544185
ENST00000220669.5	0.2877855939900058
ENST00000220676.1	0.20072969183506506
ENST00000220751.4	0.41806454894862377
ENST00000220763.5	0.3301462845680377
ENST00000220764.2	0.3995865903314498
ENST00000220772.3	0.5180264729538285
ENST00000220809.4	0.3687334828471612
ENST00000220812.2	0.3322297040919752
ENST00000220822.7	0.4887723680875398
ENST00000220849.5	0.7126063092981267
ENST00000220853.3	0.579374606623676
ENST00000220876.7	0.527609311599183
ENST00000220888.5	0.4252299604059401
ENST00000220913.5	0.4505554358017726
ENST00000220940.1	0.35809081855081343
ENST00000221086.3	0.4934507611817174
ENST00000221114.3	0.6286562664929705
ENST00000221130.5	0.472772423246325
ENST00000221132.3	0.25747021648429697
ENST00000221138.4	0.7397818868109046
ENST00000221166.5	0.39756035813703977
ENST00000221200.4	0.6969857212924169
ENST00000221233.4	0.4821932984164406
ENST00000221265.3	0.59729593761176
ENST00000221283.5	0.5071033045442754
ENST00000221307.8	0.3343221409536498
ENST00000221315.5	0.3897355727807856
ENST00000221327.4	0.4119719998510783
ENST00000221347.6	0.3502820776195302
ENST00000221399.3	0.2310468677479053
ENST00000221403.2	0.3845347701424016
ENST00000221418.4	0.3628527008717922
ENST00000221419.5	0.6056657469782328
ENST00000221421.2	0.3642842023715767
ENST00000221431.6	0.34436248919241136
ENST00000221444.1	0.5499021374752184
ENST00000221455.3	0.5455882172239516
ENST00000221459.2	0.5900742574224694
ENST00000221462.4	0.4487749553436792
ENST00000221476.3	0.6462563803393581
ENST00000221480.1	0.3675511737443362
ENST00000221485.3	0.6427104731869053
ENST00000221486.4	0.40785501045612654
ENST00000221494.5	0.5507507654404354
ENST00000221496.4	0.3223404095113905
ENST00000221498.2	0.2512259143028076
ENST00000221515.2	0.3901746545926673
ENST00000221538.3	0.3346377820800032
ENST00000221543.5	0.4227492379442509
ENST00000221554.8	0.4295897280288459
ENST00000221566.2	0.4354478737150694
ENST00000221567.6	0.2297385760441213
ENST00000221573.6	0.2820510086951485
ENST00000221665.3	0.5267175343568271
ENST00000221671.3	0.1936950340025481
ENST00000221700.6	0.32937705651723753
ENST00000221735.7	0.4328740884915237
ENST00000221740.1	0.4052340217562297
ENST00000221742.3	0.5078698399095243
ENST00000221797.4	0.2499698001628617
ENST00000221801.3	0.6756304420198449
ENST00000221804.4	0.2979954714763969
ENST00000221847.5	0.3275332605580819
ENST00000221855.3	0.4688611151956914
ENST00000221856.6	0.5029630453374845
ENST00000221859.4	0.6910650149606863
ENST00000221922.6	0.3373031868996295
ENST00000221930.5	0.4942485099747839
ENST00000221943.9	0.3173803602529187
ENST00000221954.2	0.2402794806377556
ENST00000221957.4	0.24913220197226146
ENST00000221972.3	0.445685299690485
ENST00000221978.5	0.3708162498621048
ENST00000221980.4	0.3873066712767651
ENST00000222002.3	0.3860794979358336
ENST00000222005.2	0.6147358726915073
ENST00000222008.6	0.4681809179514007
ENST00000222033.4	0.2500268462162921
ENST00000222115.1	0.5386429741652116
ENST00000222122.5	0.4554683639123722
ENST00000222139.6	0.2912642171013098
ENST00000222145.4	0.5105539641584077
ENST00000222157.3	0.3365401873225621
ENST00000222212.2	0.5387602109120615
ENST00000222219.3	0.3373899056423353
ENST00000222224.3	0.3363757326081143
ENST00000222247.5	0.8099950875369025
ENST00000222248.3	0.4468071176646384
ENST00000222249.9	0.4699135580297248
ENST00000222250.4	0.3691098369601301
ENST00000222256.4	0.6221008327016854
ENST00000222266.2	0.5337182737174919
ENST00000222270.7	0.4384321480699903
ENST00000222271.2	0.5221560751724822
ENST00000222275.2	0.5263903437914346
ENST00000222284.5	0.6844460396896948
ENST00000222286.4	0.4394447902466075
ENST00000222304.3	0.2871914687190296
ENST00000222305.3	0.5362363862210376
ENST00000222308.4	0.4799310730885053
ENST00000222329.4	0.4705983288476365
ENST00000222345.6	0.4192534872856051
ENST00000222374.2	0.5045778965645037
ENST00000222381.3	0.30853781138008923
ENST00000222390.5	0.4217722148008571
ENST00000222399.6	0.411287795119728
ENST00000222402.3	0.7167085447464091
ENST00000222462.2	0.4587093284014087
ENST00000222481.4	0.4230451448655521
ENST00000222482.4	0.3612155187013128
ENST00000222511.6	0.29693205728721045
ENST00000222543.5	0.3877367101210962
ENST00000222547.3	0.5198932284160891
ENST00000222553.3	0.5381507358243522
ENST00000222567.5	0.3690843010451908
ENST00000222572.3	0.3658868406996941
ENST00000222573.4	0.372764925306969
ENST00000222584.3	0.45691058457918504
ENST00000222598.4	0.4778909227351128
ENST00000222673.5	0.6120216234446895
ENST00000222674.2	0.1798718342690232
ENST00000222693.4	0.3950598381199243
ENST00000222718.5	0.4093730885117578
ENST00000222725.5	0.4841492575049554
ENST00000222726.3	0.4715962160359735
ENST00000222728.3	0.4614448413161142
ENST00000222753.4	0.5138846202574218
ENST00000222792.6	0.5932638740797197
ENST00000222800.3	0.29028025849568984
ENST00000222803.5	0.4886979230845713
ENST00000222812.3	0.6048159442432083
ENST00000222823.4	0.3506045565131585
ENST00000222969.5	0.8104336080064585
ENST00000222982.4	0.4241720715095425
ENST00000222990.3	0.39290377791073017
ENST00000223023.4	0.5133495664660009
ENST00000223028.7	0.37307815294560814
ENST00000223029.3	0.3851694620550067
ENST00000223061.5	0.3953956497492107
ENST00000223073.2	0.3492491881363002
ENST00000223095.4	0.3793334036610984
ENST00000223114.4	0.30375014928943644
ENST00000223122.3	0.4590446635411379
ENST00000223127.3	0.524751701178469
ENST00000223136.4	0.5793251370943544
ENST00000223145.5	0.4151956918871879
ENST00000223167.4	0.5278164481378064
ENST00000223208.5	0.3817264839560958
ENST00000223210.4	0.3013762265913085
ENST00000223215.4	0.5850366153822977
ENST00000223273.2	0.2539608495331451
ENST00000223293.5	0.2205529124089459
ENST00000223321.4	0.6782530951077987
